,List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),Qty_Remaining,Soldout/not,Sold_day,Sold,SaleRate,Blowout
3941,3818,FAN-RF1402,,RF 140 (2 IN 1),DEEPCOOL,140mm,Component,Fan & Heatsink,Case Fan,Deepcool RF 140 (2 IN 1) RGB LED 2x 140mm Case Fan,26.65,19.9875,49,2.5,4.1625,Recurring,01-Jan-19,Y,1.15,0,Sold,30,49,1.633333333,30
3942,3015,VC-DP_DVID,8.4E+11,CG602-6INCH-WHITE,VCOM,DVI Cable,Component,Cable,DVI Cable,VCOM CG602-6INCH-WHITE 6inch DVI-D Female to DisplayPort Male Cable (White),10.76,8.07,42,2.5,0.19,Recurring,01-Jan-19,Y,0.11,0,Sold,30,42,1.4,30
3943,3992,CA-ALC8EK2,8.86E+11,BFX-ALC-8CONEPSKK-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Bitfenix Alchemy 2.0 EPS12V 8Pin Connector Pack,1.54,1.155,21,0,0.385,Recurring,01-Jan-19,Y,0.03,0,Sold,30,21,0.7,30
3944,4012,CA-ACL60P5,8.86E+11,BFX-ALC-60CMLP-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 60cm Sleeved PSU Cable (Purple),1.95,1.4625,42,0,0.4875,Recurring,01-Jan-19,Y,0.14,0,Sold,30,42,1.4,30
3945,429,FTM128MU2P,8.41E+11,FTM128MU2P,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent DuraDrive AT7 128GB 2.5 inch SATA3 Solid State Drive (MLC),33.82,25.365,42,2.5,5.955,Recurring,01-Jan-19,Y,0.25,0,Sold,30,42,1.4,30
3946,1872,CA-THETA20,,THETA 20 PWM,DEEPCOOL,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,DEEPCOOL THETA 20 PWM 100mm CPU cooler for Intel LGA 115X,10.25,7.6875,39,2.5,0.0625,Recurring,01-Jan-19,Y,0.85,0,Sold,30,39,1.3,30
3947,994,MB-11MHSR3,,H110M-HDS R3.0,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock H110M-HDS R3.0 LGA1151/ Intel H110/ DDR4/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,56.37,42.2775,39,2.5,11.5925,Recurring,01-Jan-19,Y,1.5,0,Sold,30,39,1.3,30
3948,1290,AS-USBAC56,8.86E+11,USB-AC56,ASUS,Wireless Network Adapter,Component,Networking,Wireless Networking,Asus USB-AC56 Dual-Band Wireless-AC1200 Wi-Fi Adapter w/ 2dBi Antenna,61.5,46.125,27,2.5,12.875,Recurring,01-Jan-19,Y,0.85,0,Sold,30,27,0.9,30
3949,2676,CA-NR600KG,8.84E+11,MCB-NR600-KGNN-S00,Cooler Master,ATX Mid Tower,Component,Case,Computer Case,Cooler Master MasterBox NR600 No Power Supply ATX Mid Tower Case w/ Window,67.65,50.7375,30,3.5,13.4125,Recurring,01-Jan-19,Y,18,0,Sold,30,30,1,30
3950,4157,CA-CE685B3,8.28E+11,CE685.FH300TB3,In Win,MicroATX Case,Component,Case,Computer Case,In-Win CE685.FH300TB3 300W MicroATX Slim Case (Black),76.88,57.66,51,3.5,15.72,Recurring,01-Jan-19,Y,14,0,Sold,30,51,1.7,30
3951,3737,MB-326-SPB,8.85E+11,MB326SP-B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK ExpressCage MB326SP-B 6 Bay 2.5 inch SATA HDD / SSD Hot Swap Cage for External 5.25 inch Bay (Black),76.92,57.69,27,2.5,16.73,Recurring,01-Jan-19,Y,1.12,0,Sold,30,27,0.9,30
3952,3738,MB-607SPB,8.85E+11,MB607SP-B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK ToughArmor MB607SP-B Rugged Full Metal 4 Bay 2.5 inch SATA HDD & SSD Backplane Cage for External 5.25 inch Bay (Black),135,101.25,30,2.5,31.25,Recurring,01-Jan-19,Y,1.96,0,Sold,30,30,1,30
3953,1046,MB-Z37AUGW,8.9E+11,Z370 AORUS ULTRA GAMING WIFI,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE Z370 AORUS ULTRA GAMING WIFI LGA1151/ Intel Z370/ DDR4/ Quad-GPU CrossFireX & Quad-GPU SLI/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ ATX Motherboard,174.25,130.6875,24,2.5,41.0625,Recurring,01-Jan-19,Y,4.06,0,Sold,30,24,0.8,30
3954,1250,EV-1650SUG,8.43E+11,04G-P4-1057-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce GTX 1650 SC ULTRA GAMING 4GB GDDR5 HDMI/2DisplayPort PCI-Express Video Card,177.33,132.9975,30,2.5,41.8325,Recurring,01-Jan-19,Y,1.76,0,Sold,30,30,1,30
3955,1209,MSI-1050TG,8.24E+11,G1050TGX4,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce GTX 1050 TI GAMING X 4GB GDDR5 DVI/HDMI/DisplayPort PCI-Express Video Card,214.74,161.055,39,2.5,51.185,Recurring,01-Jan-19,Y,3,0,Sold,30,39,1.3,30
3956,1746,AS-VA327H,8.89E+11,VA327H,ASUS,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus VA327H 31.5 inch Widescreen 100,000,000:1 4ms VGA/HDMI LED LCD Monitor, w/ Speakers (Black, Icicle Gold)",285.97,214.4775,39,10,61.4925,Recurring,01-Jan-19,Y,25.4,0,Sold,30,39,1.3,30
3957,1655,PL-T2435,8.11E+11,997-9363-00,Planar,Touch Screen LCD/LED,Component,Monitor & Display & TV,Touch Screen LCD/LED,"Planar Helium PCT2435 24 inch 1,000:1 14ms VGA/HDMI/USB Touchscreen LED LCD Monitor, w/ Speakers (Black)",275.72,206.79,24,3.5,65.43,Recurring,01-Jan-19,Y,14.2,0,Sold,30,24,0.8,30
3958,3579,MSI-166TVC,8.24E+11,G1660TVXS6C,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce GTX 1660 Ti VENTUS XS OC 6GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,293.15,219.8625,30,2.5,70.7875,Recurring,01-Jan-19,Y,2.3,0,Sold,30,30,1,30
3959,3123,XS1600LE23,,XS1600LE10023,Seagate,SAS,Component,Solid State Drive,SAS,Seagate Nytro 3000 XS1600LE10023 1.6TB 2.5 inch SAS 12.0GB/s Solid State Drive (3D eMLC),835.37,626.5275,39,2.5,206.3425,Recurring,01-Jan-19,Y,0.37,0,Sold,30,39,1.3,30
3960,3696,NT-ST3108S,88591200870,ST3108S,Netis,Unmanaged 10/100 Switch,Component,Networking,Wired Networking,netis ST3108S 8-Port Fast Ethernet Switch ,12.3,9.225,33,2.5,0.575,Recurring,01-Jan-19,Y,0.48,0,Sold,30,33,1.1,30
3961,2505,CA-PRIAL12,8.43E+11,FD-FAN-PRI-AL12,Fractal Design,120mm,Component,Fan & Heatsink,Case Fan,Fractal Design Prisma AL-12 FD-FAN-PRI-AL12 120mm Case Fan ,21.53,16.1475,33,2.5,2.8825,Recurring,01-Jan-19,Y,0.46,0,Sold,30,33,1.1,30
3962,1809,NEC-AS242W,8.06E+11,AS242W-BK,NEC Display Solutions,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC AccuSync AS242W-BK 24 inch Widescreen 1,000:1 5ms Composite/VGA/DVI LED LCD Monitor (Black)",183.48,137.61,33,3.5,42.37,Recurring,01-Jan-19,Y,12.3,0,Sold,30,33,1.1,30
3963,3213,LN-81D7000,1.92E+11,81D70001US,Lenovo,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Lenovo IdeaPad 330 81D70001US 17.3 inch  AMD A6 9225 2.6GHz/ 4GB DDR4/ 1TB HDD/ DVDÃ‚Â±R/RW/ USB3.0/ Windows 10 Home Notebook (Platinum Gray),408.97,306.7275,33,2.5,99.7425,Recurring,01-Jan-19,Y,6.17,0,Sold,30,33,1.1,30
3964,4147,FAN-MG5100,8.13E+11,SCMG-5100,Scythe,Socket AM3,Component,Fan & Heatsink,CPU Fan & Heatsink,Scythe Mugen 5 Rev.B CPU Cooler for LGA 2066/2011/2011-v3/1366/1156/1155/1151/1150/775 & Socket FM2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,44.59,33.4425,47,2.5,8.6475,Recurring,01-Jan-19,Y,3,0,Sold,30,47,1.566666667,30
3965,3727,EN-MB522SB,8.85E+11,MB522SP-B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK flexiDOCK MB522SP-B Dual 2.5 inch SSD Dock Trayless Hot-Swap SATA / SAS Mobile Rack for Ext 3.5 inch Bay (Black),30.2,22.65,41,2.5,5.05,Recurring,01-Jan-19,Y,0.62,0,Sold,30,41,1.366666667,30
3966,4008,CA-ACL60B4,8.86E+11,BFX-ALC-60CMLB-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 60cm Sleeved PSU Cable (Blue),1.95,1.4625,38,0,0.4875,Recurring,01-Jan-19,Y,0.14,0,Sold,30,38,1.266666667,30
3967,3643,EV-210_1G,8.43E+11,01G-P3-1312-LR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce 210 1GB GDDR3 VGA/DVI/HDMI PCI-Express Video Card,41,30.75,38,2.5,7.75,Recurring,01-Jan-19,Y,1,0,Sold,30,38,1.266666667,30
3968,2918,KB-ULTRGB1,8.72E+11,ULTIMUS RGB1,Cougar,Keyboard,Component,Input & Output Device,Keyboard,Cougar ULTIMUS RGB1 Metal-Based RGB Mechanical Gaming Keyboard w/ Red Switches,81.49,61.1175,38,2.5,17.8725,Recurring,01-Jan-19,Y,2.1,0,Sold,30,38,1.266666667,30
3969,2453,FAN-D7PNT1,8.84E+11,MAM-D7PN-DWRPS-T1,Cooler Master,Socket TR4,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Wraith Ripper MAM-D7PN-DWRPS-T1 CPU Fan For AMD Socket TR4,119.92,89.94,32,2.5,27.48,Recurring,01-Jan-19,Y,5,0,Sold,30,32,1.066666667,30
3970,2545,FAN-BXTS13,7.36E+11,BXTS13A,Intel,LGA 2011,Component,Fan & Heatsink,CPU Fan & Heatsink,Intel Thermal Solution BXTS13A CPU Fan for Intel LGA2011-v3,24.09,18.0675,29,2.5,3.5225,Recurring,01-Jan-19,Y,1.6,0,Sold,30,29,0.966666667,30
3971,2040,FAN-KRX72,8.16E+11,RL-KRX72-01,NZXT,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,NZXT Kraken X72 RL-KRX72-01 High-performance 360mm liquid cooler with lighting and CAM controls,183.48,137.61,29,2.5,43.37,Recurring,01-Jan-19,Y,3.52,0,Sold,30,29,0.966666667,30
3972,710,AS-C30DH54,8.89E+11,C302CA-DH54,ASUS,Chromebook,PC & Laptop,Chromebook,,ASUS Chromebook Flip C302CA-DH54/90NB0DF1-M01360 12.5 inch Touchscreen Intel Core m5-6Y54 1.1GHz/ 4GB LPDDR3/ 64GB eMMC + TPM/ Chrome Notebook (Silver),654.97,491.2275,29,2.5,161.2425,Recurring,01-Jan-19,Y,4.5,0,Sold,30,29,0.966666667,30
3973,1904,CA-XQTISB,8.37E+11,X-QTIS-BK,Apevia,MicroATX Case,Component,Case,Computer Case,Apevia X-Qtis No Power Supply MicroATX Case (Black),32.8,24.6,26,3.5,4.7,Recurring,01-Jan-19,Y,10,0,Sold,30,26,0.866666667,30
3974,2343,CA-SK323B3,8.09E+11,SK32303T3,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro SK32303T3 3x 3.5 inch HDD Enclosure with 12Gb/s SAS & SATA Backplane,77.9,58.425,26,2.5,16.975,Recurring,01-Jan-19,Y,3,0,Sold,30,26,0.866666667,30
3975,4164,CA-5K-KWN2,8.84E+11,SGC-5000-KWN2,Cooler Master,ATX Full Tower,Component,Case,Computer Case,Cooler Master Trooper SE No Power Supply ATX Full Tower w/ Window (Black),164,123,23,10,31,Recurring,01-Jan-19,Y,33,0,Sold,30,23,0.766666667,30
3976,1280,CBLSFF808M,8.3E+11,LSI00401/05-26118-00,LSI,SAS,Component,Cable,SAS,Broadcom LSI LSI00401 CBL-SFF8643-8087-08M 0.8m Mini-SAS HD (SFF-8643) to Mini-SAS (SFF-8087) Multi-lane Internal Cable,135,101.25,20,2.5,31.25,Recurring,01-Jan-19,Y,0.7,0,Sold,30,20,0.666666667,30
3977,810,KS-K33972S,85896339724,K33972US,Kensington,Other,PC & Laptop,Accessory,Other,Kensington K33972US 5Gbps USB 3.0 Dual 2K Docking Station w/ DVI/ HDMI/ VGA Video (sd3500v),142.48,106.86,20,2.5,33.12,Recurring,01-Jan-19,Y,2.1,0,Sold,30,20,0.666666667,30
3978,577,E5-2640V4,,CM8066002032701,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2640 v4 Ten-Core Broadwell Processor 2.4GHz 8.0GT/s 25MB LGA 2011-3 CPU, OEM",789.25,591.9375,17,2.5,194.8125,Recurring,01-Jan-19,Y,0.12,0,Sold,30,17,0.566666667,30
3979,47,F3000UA8G,8.41E+11,F3000UA8G,SUPER TALENT,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Super Talent DDR4-3000 8GB/1Gx8 CL15 Memory,91.23,68.4225,4,0,22.8075,Recurring,01-Jan-19,Y,0.1,0,Sold,40,4,0.1,40
3980,3137,SC2KF512G8,7.36E+11,SSDSC2KF512G8X1,Intel,SATA3,Component,Solid State Drive,SATA3,Intel Pro 5450s Series SSDSC2KF512G8X1 512GB 2.5 inch SATA3 Solid State Drive (TLC),107.62,80.715,4,2.5,24.405,Recurring,01-Jan-19,Y,0.33,0,Sold,40,4,0.1,40
3981,525,I5-8500,,CM8068403362607,Intel,Core I5,Component,CPU / Processor,Desktop CPU,"Intel Core i5-8500 Six-Core Coffee Lake Processor 3.0GHz 8.0GT/s 9MB LGA 1151 CPU, OEM",224.48,168.36,4,0,56.12,Recurring,01-Jan-19,Y,0.07,0,Sold,40,4,0.1,40
3982,3264,MSI-TRI304,8.24E+11,TRIDENT38004US,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident 3 8RC-004US Intel Core i7-8700 3.2GHz/ 8GB DDR4/ 1TB HDD/ GTX 1060/ Windows 10 Home Desktop PC (Black-RGB),1081.38,811.035,4,3.5,266.845,Recurring,01-Jan-19,Y,13.3,0,Sold,40,4,0.1,40
3983,3252,AS-G74DS76,1.93E+11,GL704GW-DS76,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus ROG Strix Scar II GL704GW-DS76 17.3 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 1TB SSHD + 512GB PCIE SSD/ RTX 2070/ USB3.1/ Windows 10 Notebook (Gunmetal + Gamou Weave),2188.38,1641.285,4,3.5,543.595,Recurring,01-Jan-19,Y,12.5,0,Sold,40,4,0.1,40
3984,3378,MB-X470GK4,,X470 GAMING K4,ASRock,Socket AM4,Component,Motherboard,Desktop,ASRock X470 GAMING K4 Socket AM4/ AMD X470/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,159.39,119.5425,5,2.5,37.3475,Recurring,01-Jan-19,Y,4.45,0,Sold,40,5,0.125,40
3985,363,SNA-BR2_35,7.41E+11,SNA-BR2/35,Kingston,Accessory,Component,Solid State Drive,Accessory,Kingston SNA-BR2/35 2.5 to 3.5 inch Brackets and Screws,7.17,5.3775,134,0,1.7925,Recurring,01-Jan-19,Y,0.22,0,Sold,40,134,3.35,40
3986,376,MU-PA1T0B,8.87E+11,MU-PA1T0B/AM,Samsung,External SSD,Component,Solid State Drive,External SSD,"Samsung T5 1TB Portable Solid State Drive, Retail",197.31,147.9825,177,2.5,46.8275,Recurring,01-Jan-19,Y,0.52,0,Sold,40,177,4.425,40
3987,1473,ST-VGA_M25,8.78E+11,SVGA-25-MM,iMicro,VGA Cable,Component,Cable,VGA Cable,iMicro M8544-2515MM 25ft HD15 Male to HD15 Male SVGA Cable (Black),11.79,8.8425,151,2.5,0.4475,Recurring,01-Jan-19,Y,1.6,0,Sold,40,151,3.775,40
3988,449,FNX480MORM,8.41E+11,FNX480MORM,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent M.2 SATA DX3 480GB SATA3 Solid State Drive (3D TLC),50.22,37.665,153,0,12.555,Recurring,01-Jan-19,Y,0.03,0,Sold,40,153,3.825,40
3989,1611,CAP-440355,8.41E+11,CAP-440355,iMicro,Battery & Charger,Electronics,Battery & Charger,,iMicro CAP-440355 Run Capacitor Oval 440/35/5,5.13,0.13,6,0,5,Recurring,01-Jan-19,Y,0.44,0,Sold,40,6,0.15,40
3990,2364,CA-LED120V,9.56E+11,BLD-12025V1R,Masscool,120mm,Component,Fan & Heatsink,Case Fan,MassCool BLD-12025V1R 120mm 3&4pin Red LED Case Fan,5.64,0.64,6,0,5,Recurring,01-Jan-19,Y,0.52,0,Sold,40,6,0.15,40
3991,4145,CA-EPS8W2,8.45E+11,PP07-EPS8W,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-EPS8W 8pin to EPS12V 8pin(4+4) PSU Cable (White),6.15,1.15,4,0,5,Recurring,01-Jan-19,Y,1,0,Sold,40,4,0.1,40
3992,1522,CA-FANS6,8.45E+11,SF6025L,Vantec,60mm,Component,Fan & Heatsink,Case Fan,Vantec SF6025L 60mm Stealth Case Fan,6.41,1.41,31,0,5,Recurring,01-Jan-19,Y,0.32,0,Sold,40,31,0.775,40
3993,2603,CA-EPS8BR3,8.45E+11,PP07-EPS8BR,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-EPS8BR 8pin to EPS12V 8pin(4+4) PSU Cable (Black/Red),6.66,1.66,5,0,5,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
3994,2605,CA-IDE6BR3,8.45E+11,PP07-IDE6BR,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-IDE6BR 6pin to PCI-E 6pin PSU Cable (Black/Red),6.66,1.66,5,0,5,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
3995,2609,CA-PCIB1,8.45E+11,PP07-PCIB,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-PCIB 8pin to PCI-E 8pin(6+2) PSU Cable (Black),6.66,1.66,5,0,5,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
3996,2610,CA-PCIBR3,8.45E+11,PP07-PCIBR,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-PCIBR 8pin to PCI-E 8pin(6+2) PSU Cable (Black/Red),6.66,1.66,5,0,5,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
3997,1480,ST-DVI10MM,8.41E+11,ST-DVI10MM,iMicro,DVI Cable,Component,Cable,DVI Cable,iMicro ST-DVI10MM 10ft DVI Dual Link Male to DVI Dual Link Male Cable (Black) ,8.2,3.2,179,2.5,2.5,Recurring,01-Jan-19,Y,0.64,0,Sold,40,179,4.475,40
3998,2234,CA-PB2UR2W,8.09E+11,84H321410-018,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro 84H321410-018 2U Power Supply Bracket for ZIPPY R2W Series,8.2,3.2,5,2.5,2.5,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
3999,2339,CA-PB3UP2G,8.09E+11,PB-3UP2G-B;84H331210-013,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro 84H331210-013 3U Power Supply Bracket for ZIPPY P2G-6510P ,8.2,3.2,6,2.5,2.5,Recurring,01-Jan-19,Y,0.5,0,Sold,40,6,0.15,40
4000,2607,CA-MBW2,8.45E+11,PP07-MBW,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-MBW ATX 24pin to Motherboard 24pin PSU Cable (White),12.3,9.225,5,2.5,0.575,Recurring,01-Jan-19,Y,1,0,Sold,40,5,0.125,40
4001,2061,FAN-DS14B2,8.41E+11,DS 140MM BLUE,AeroCool,140mm,Component,Fan & Heatsink,Case Fan,AeroCool Dead Silence 140mm Blue Case Fan ,14.35,10.7625,4,2.5,1.0875,Recurring,01-Jan-19,Y,0.6,0,Sold,40,4,0.1,40
4002,2380,CA-CLW0148,8.41E+11,CL-W0148,Thermaltake,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Thermaltake CL-W0148 UV Sensitive 1000cc Coolant,14.35,10.7625,5,2.5,1.0875,Recurring,01-Jan-19,Y,3,0,Sold,40,5,0.125,40
4003,3361,SP-T35-NB2,8.85E+11,TRAY-35-NK-BLK02,QNAP,Accessory,Component,Hard Drive,Accessory,QNAP TRAY-35-NK-BLK02 HDD Tray for 2.5 & 3.5 inch HDD,15.37,11.5275,4,2.5,1.3425,Recurring,01-Jan-19,Y,1,0,Sold,40,4,0.1,40
4004,1528,CA-239S3BK,8.45E+11,NST-239S3B-BK,Vantec,External Enclosure,Hardware & Software,External Enclosure,,Vantec NexStar NX NST-239S3B-BK 2.5 inch SATA to USB 3.0 Enclosure for 7mm & 9.5mm SSD and HDD w/ Protective Bumper (Black),15.89,11.9175,6,2.5,1.4725,Recurring,01-Jan-19,Y,0.3,0,Sold,40,6,0.15,40
4005,1597,KB-IM1359,8.41E+11,KB-IM1359,iMicro,Keyboard & Mouse Combo,Component,Input & Output Device,Keyboard & Mouse Combo,iMicro KB-IM1359 Modern Series USB Wired Keyboard & Mouse Combo,15.89,11.9175,1,2.5,1.4725,Recurring,01-Jan-19,L,1.32,0,Sold,40,1,0.025,40
4006,3747,EN-MB991TB,8.85E+11,MB991TRAY-B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK MB991TRAY-B 2.5 inch SATA/SAS HDD & SSD EZ Slide Mini Tray for ToughArmor MB991 & MB994 Series,16.13,12.0975,4,2.5,1.5325,Recurring,01-Jan-19,Y,0.26,0,Sold,40,4,0.1,40
4007,4132,FAN-TPD02A,8.73E+11,ACTPD00002A,ARCTIC,Cooling Pad,PC & Laptop,Accessory,Cooling Pad,ARCTIC ACTPD00002A Thermal Pad - 50.0 x 50.0 x 1.0 mm (Blue),6.14,4.605,6,0,1.535,Recurring,01-Jan-19,Y,0.01,0,Sold,40,6,0.15,40
4008,2080,FAN-BG1930,8.54E+11,B-BLASTER-AC 80X38,Bgears,80mm,Component,Fan & Heatsink,Case Fan,Bgears B-BLASTER-AC 80mm x 38 Case Fan,17.42,13.065,5,2.5,1.855,Recurring,01-Jan-19,Y,1.5,0,Sold,40,5,0.125,40
4009,4128,CA-LL120WT,8.17E+11,FD-FAN-SSLL-120-WT,Fractal Design,120mm,Component,Fan & Heatsink,Case Fan,Fractal Design Silent Series LL White 120mm FD-FAN-SSLL-120-WT 120mm Case Fan ,9.23,6.9225,51,0,2.3075,Recurring,01-Jan-19,Y,0.28,0,Sold,40,51,1.275,40
4010,816,KS-K39665A,,K39665AM,Kensington,Battery & Charger,Electronics,Battery & Charger,,Kensington K39665AM PowerBolt 1.0 Fast Charger for Smartphones,19.47,14.6025,1,2.5,2.3675,Recurring,01-Jan-19,L,0.21,0,Sold,40,1,0.025,40
4011,1450,CA-CBLSA10,6.72E+11,CBL-SAST-1034,Supermicro,Serial ATA Cable,Component,Cable,Serial ATA Cable,Supermicro CBL-SAST-1034 SATA Splitter Cable with Power for dual SATA HDD,20.5,15.375,1,2.5,2.625,Recurring,01-Jan-19,L,1,0,Sold,40,1,0.025,40
4012,3717,CA-CBL1564,6.72E+11,FAN-0156L4,Supermicro,40mm,Component,Fan & Heatsink,Case Fan,Supermicro FAN-0156L4 40mm Counter-Rotating Fan ,20.5,15.375,5,2.5,2.625,Recurring,01-Jan-19,Y,0.5,0,Sold,40,5,0.125,40
4013,3711,CA-CBLS590,6.72E+11,CBL-SAST-0590,Supermicro,SAS,Component,Cable,SAS,Supermicro CBL-SAST-0590 70cm Mini-SAS HD to Mini-SAS HD Internal 30AWG Cable ,23.58,17.685,1,2.5,3.395,Recurring,01-Jan-19,L,0.5,0,Sold,40,1,0.025,40
4014,2082,FAN-BG1411,8.54E+11,B-BLASTER 24V 140X38,Bgears,140mm,Component,Fan & Heatsink,Case Fan,Bgears B-BLASTER 24V 140mm x 38 Case Fan,25.37,19.0275,4,2.5,3.8425,Recurring,01-Jan-19,Y,1,0,Sold,40,4,0.1,40
4015,1535,CA-MRK2S6K,8.45E+11,MRK-225S6-BK,Vantec,Accessory,Component,Hard Drive,Accessory,Vantec EZ Swap EVO MRK-225S6-BK Dual Bay 2.5 SATA HDD Removable Rack,29.21,21.9075,4,2.5,4.8025,Recurring,01-Jan-19,Y,1.03,0,Sold,40,4,0.1,40
4016,1536,CA-MRK401S,8.45E+11,MRK-401ST-BK,Vantec,Accessory,Hardware & Software,Server & Workstation,Accessory,Vantec EZ Swap4 MRK-401ST-BK 3.5 inch SATA Trayless Mobile Rack w/LCD and Fan,29.21,21.9075,4,2.5,4.8025,Recurring,01-Jan-19,Y,2.05,0,Sold,40,4,0.1,40
4017,832,KS-K64671A,85896646716,K64671AM,Kensington,Security Lock,PC & Laptop,Accessory,Security Lock,Kensington K64671AM Portable Combination Laptop Lock (Red) ,29.72,22.29,6,2.5,4.93,Recurring,01-Jan-19,Y,1,0,Sold,40,6,0.15,40
4018,1658,DS-VS200,8.16E+11,DS-VS200,DoubleSight,Wall Mount & Display Stand,Component,Monitor & Display & TV,Wall Mount & Display Stand,DoubleSight DS-VS200 VESA Conversion Bracket for Flex Stand,29.72,22.29,4,2.5,4.93,Recurring,01-Jan-19,Y,1,0,Sold,40,4,0.1,40
4019,3741,EN-MB41SP1,8.85E+11,MB411SPO-1B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK ToughArmor MB411SPO-1B 2.5 inch SATA/SAS SSD/HDD Hot-Swap Mobile Rack for 12.7mm Slim CD/DVD-ROM Optical Bay (Black),29.76,22.32,1,2.5,4.94,Recurring,01-Jan-19,L,0.5,0,Sold,40,1,0.025,40
4020,115,T800SA1G,,T800SA1G(SZ),SUPER TALENT,DDR2 800,Component,DRAM Memory,Notebook DRAM,Super Talent DDR2-800 SODIMM 1GB/128x8 Samsung Chip Notebook Memory,19.99,14.9925,5,0,4.9975,Recurring,01-Jan-19,Y,0.04,0,Sold,40,5,0.125,40
4021,178,HX316C10B4,7.41E+11,HX316C10FB/4,Kingston,DDR3 1600,Component,DRAM Memory,Desktop DRAM,Kingston HyperX FURY Black HX316C10FB/4 DDR3-1600 4GB/512Mx64 CL10 Memory ,31.78,23.835,5,2.5,5.445,Recurring,01-Jan-19,Y,0.12,0,Sold,40,5,0.125,40
4022,2582,FAN-A13,,A13,Dynatron,Socket G34,Component,Fan & Heatsink,CPU Fan & Heatsink,Dynatron A13 2U&Up Server CPU Fan for AMD Socket G34,31.78,23.835,5,2.5,5.445,Recurring,01-Jan-19,Y,0.96,0,Sold,40,5,0.125,40
4023,3799,MO-M525BK,97855080929,910-002696,Logitech,Mouse,Component,Input & Output Device,Mouse,Logitech M525 Wireless Optical Mouse (Black),32.8,24.6,4,2.5,5.7,Recurring,01-Jan-19,Y,0.34,0,Sold,40,4,0.1,40
