List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Inventory,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew
674,SM-T590NZA,8.87E+11,SM-T590NZAAXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Tab A SM-T590NZAAXAR 10.5 inch 1.8GHz/ 32GB/ Android O Tablet (Grey),333.12,52,Recurring,01 January 2019,Y,1.43,0.791702679,1.209302326
674,SM-T590NZA,8.87E+11,SM-T590NZAAXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Tab A SM-T590NZAAXAR 10.5 inch 1.8GHz/ 32GB/ Android O Tablet (Grey),,,,,,,0.791702679,1.209302326
3077,F24SA8GV,8.41E+11,F24SA8GV,SUPER TALENT,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Super Talent DDR4-2400 SODIMM 8GB Value Notebook Memory,42.03,52,Recurring,01 January 2019,Y,0.04,0.825410545,1.209302326
3077,F24SA8GV,8.41E+11,F24SA8GV,SUPER TALENT,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Super Talent DDR4-2400 SODIMM 8GB Value Notebook Memory,,,,,,,0.825410545,1.209302326
2088,SUG-PE6U2,7.31E+11,PE6U2,APC,Surge Protection,Component,Power Protection / UPS,Surge Protection,APC PE6U2 Essential SurgeArrest 6 Outlets/ 120V/ 6 ft/ 1080 Joules Surge Protector w/ 2x USB Charging Ports,18.19,24,Recurring,01 January 2019,Y,1.41,0.900280899,1.210526316
2088,SUG-PE6U2,7.31E+11,PE6U2,APC,Surge Protection,Component,Power Protection / UPS,Surge Protection,APC PE6U2 Essential SurgeArrest 6 Outlets/ 120V/ 6 ft/ 1080 Joules Surge Protector w/ 2x USB Charging Ports,,,,,,,0.900280899,1.210526316
1652,PL-L2230MW,8.11E+11,997-7039-00,Planar,Touch Screen LCD/LED,Component,Monitor & Display & TV,Touch Screen LCD/LED,"Planar PXL2230MW 22 inch 1,000:1 5ms VGA/DVI/HDMI/USB Touchscreen LED LCD Monitor, w/ Speakers (Black)",199.87,23,Recurring,01 January 2019,Y,15.9,0.900830484,1.210526316
1652,PL-L2230MW,8.11E+11,997-7039-00,Planar,Touch Screen LCD/LED,Component,Monitor & Display & TV,Touch Screen LCD/LED,"Planar PXL2230MW 22 inch 1,000:1 5ms VGA/DVI/HDMI/USB Touchscreen LED LCD Monitor, w/ Speakers (Black)",,,,,,,0.900830484,1.210526316
1282,AS-PC51BLK,8.89E+11,PCE-AC51/BULK,ASUS,Wireless Network Adapter,Component,Networking,Wireless Networking,Asus PCE-AC51/BULK Wireless AC750 PCIe Adapter Card for Dual-Band 2x2 802.11AC WiFi,28.7,51,Recurring,01 January 2019,Y,0.36,0.743776162,1.214285714
1282,AS-PC51BLK,8.89E+11,PCE-AC51/BULK,ASUS,Wireless Network Adapter,Component,Networking,Wireless Networking,Asus PCE-AC51/BULK Wireless AC750 PCIe Adapter Card for Dual-Band 2x2 802.11AC WiFi,,,,,,,0.743776162,1.214285714
335,SCBB080G,7.36E+11,SSDSC2BB080G401,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3500 Series SSDSC2BB080G401 80GB 2.5 inch SATA3 Solid State Drive (MLC),107.62,51,Recurring,01 January 2019,Y,0.25,0.759638687,1.214285714
335,SCBB080G,7.36E+11,SSDSC2BB080G401,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3500 Series SSDSC2BB080G401 80GB 2.5 inch SATA3 Solid State Drive (MLC),,,,,,,0.759638687,1.214285714
485,NST1W-8,,NST1W-8,SUPER TALENT,8GB,Component,USB Drive,2.0 USB Drive,Super Talent NST1 8GB USB 2.0 Flash Drive,4.36,51,Recurring,01 January 2019,Y,0.06,0.76294338,1.214285714
485,NST1W-8,,NST1W-8,SUPER TALENT,8GB,Component,USB Drive,2.0 USB Drive,Super Talent NST1 8GB USB 2.0 Flash Drive,,,,,,,0.76294338,1.214285714
1716,AS-MX27AQ,8.86E+11,MX27AQ,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus MX27AQ 27 inch Widescreen 100,000,000:1 5ms HDMI/DisplayPort LED LCD Monitor, w/ Speakers (Space Gray&Black)",412.05,51,Recurring,01 January 2019,Y,18.3,0.766248072,1.214285714
1716,AS-MX27AQ,8.86E+11,MX27AQ,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus MX27AQ 27 inch Widescreen 100,000,000:1 5ms HDMI/DisplayPort LED LCD Monitor, w/ Speakers (Space Gray&Black)",,,,,,,0.766248072,1.214285714
4154,CA-Z583TB3,8.28E+11,Z583.CH350TB3,In Win,MicroATX Case,Component,Case,Computer Case,In-Win Z583.CH350TB3 350W TAC 2.0 MicroATX Mini Case (Black/Silver),66.63,51,Recurring,01 January 2019,Y,17,0.768891826,1.214285714
4154,CA-Z583TB3,8.28E+11,Z583.CH350TB3,In Win,MicroATX Case,Component,Case,Computer Case,In-Win Z583.CH350TB3 350W TAC 2.0 MicroATX Mini Case (Black/Silver),,,,,,,0.768891826,1.214285714
4113,FAN-212SPC,8.84E+11,RR-212S-20PC-R1,Cooler Master,LGA 1155,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Hyper 212 RGB Black Edition RR-212S-20PC-R1 CPU Fan For Intel LGA LGA 2066/2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket M2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,41,51,Recurring,01 January 2019,Y,2.4,0.776823089,1.214285714
4113,FAN-212SPC,8.84E+11,RR-212S-20PC-R1,Cooler Master,LGA 1155,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Hyper 212 RGB Black Edition RR-212S-20PC-R1 CPU Fan For Intel LGA LGA 2066/2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket M2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,,,,,,,0.776823089,1.214285714
3916,UPS-P11VT3,7.31E+11,P11VT3,APC,Surge Protection,Component,Power Protection / UPS,Surge Protection,APC P11VT3 Performance SurgeArrest 11-Outlet/ 2030 Joules/2x TEL/ Coax Surge Protector,28.44,51,Recurring,01 January 2019,Y,2.97,0.777484027,1.214285714
3916,UPS-P11VT3,7.31E+11,P11VT3,APC,Surge Protection,Component,Power Protection / UPS,Surge Protection,APC P11VT3 Performance SurgeArrest 11-Outlet/ 2030 Joules/2x TEL/ Coax Surge Protector,,,,,,,0.777484027,1.214285714
205,W4G13S8K,7.41E+11,KVR13N9S8/4,Kingston,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR13N9S8/4 DDR3-1333 4GB/512Mx64 CL9 Memory,28.7,51,Recurring,01 January 2019,Y,0.05,0.782551223,1.214285714
205,W4G13S8K,7.41E+11,KVR13N9S8/4,Kingston,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR13N9S8/4 DDR3-1333 4GB/512Mx64 CL9 Memory,,,,,,,0.782551223,1.214285714
97,W1600SB8GS,,W1600SB8GS(SZ),SUPER TALENT,DDR3 1600,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1600 SODIMM 8GB/512Mx8 CL11 Samsung Chip Notebook Memory,53.3,51,Recurring,01 January 2019,Y,0.04,0.782991848,1.214285714
97,W1600SB8GS,,W1600SB8GS(SZ),SUPER TALENT,DDR3 1600,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1600 SODIMM 8GB/512Mx8 CL11 Samsung Chip Notebook Memory,,,,,,,0.782991848,1.214285714
3027,VC-POW_SPL,8.40E+11,CE352,VCOM,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,VCOM CE352 4Pin PC Power to 2x SATA Power Splitter Cable,2.56,51,Recurring,01 January 2019,Y,0.1,0.7838731,1.214285714
3027,VC-POW_SPL,8.40E+11,CE352,VCOM,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,VCOM CE352 4Pin PC Power to 2x SATA Power Splitter Cable,,,,,,,0.7838731,1.214285714
486,NST1W-16,,NST1W-16,SUPER TALENT,16GB,Component,USB Drive,2.0 USB Drive,Super Talent NST1 16GB USB 2.0 Flash Drive,4.87,51,Recurring,01 January 2019,Y,0.06,0.784754351,1.214285714
486,NST1W-16,,NST1W-16,SUPER TALENT,16GB,Component,USB Drive,2.0 USB Drive,Super Talent NST1 16GB USB 2.0 Flash Drive,,,,,,,0.784754351,1.214285714
576,E5-2630V4,,CM8066002032301,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2630 v4 Ten-Core Broadwell Processor 2.2 GHz 8.0GT/s 25MB LGA 2011-3 CPU, OEM",568.88,51,Recurring,01 January 2019,Y,0.12,0.787618418,1.214285714
576,E5-2630V4,,CM8066002032301,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2630 v4 Ten-Core Broadwell Processor 2.2 GHz 8.0GT/s 25MB LGA 2011-3 CPU, OEM",,,,,,,0.787618418,1.214285714
600,YD260XBOX,7.30E+11,YD260XBCAFBOX,AMD,Ryzen,Component,CPU / Processor,Desktop CPU,"AMD Ryzen 5 2600X Six-Core 3.6GHz Socket AM4, Retail",184.49,51,Recurring,01 January 2019,Y,1.54,0.788059044,1.214285714
600,YD260XBOX,7.30E+11,YD260XBCAFBOX,AMD,Ryzen,Component,CPU / Processor,Desktop CPU,"AMD Ryzen 5 2600X Six-Core 3.6GHz Socket AM4, Retail",,,,,,,0.788059044,1.214285714
204,W8G1333KI9,7.41E+11,KVR1333D3N9/8G,Kingston,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Kingston KVR1333D3N9/8G DDR3-1333 8GB/1Gx64 CL9 Memory,48.18,51,Recurring,01 January 2019,Y,0.06,0.789160608,1.214285714
204,W8G1333KI9,7.41E+11,KVR1333D3N9/8G,Kingston,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Kingston KVR1333D3N9/8G DDR3-1333 8GB/1Gx64 CL9 Memory,,,,,,,0.789160608,1.214285714
4123,CA-N304BL,8.17E+11,FD-CA-NODE-304-BL,Fractal Design,Mini-ITX Case,Component,Case,Computer Case,Fractal Design Node 304 No Power Supply Mini-ITX Case (Black),92.25,51,Recurring,01 January 2019,Y,15.43,0.789380921,1.214285714
4123,CA-N304BL,8.17E+11,FD-CA-NODE-304-BL,Fractal Design,Mini-ITX Case,Component,Case,Computer Case,Fractal Design Node 304 No Power Supply Mini-ITX Case (Black),,,,,,,0.789380921,1.214285714
3594,MSI-2070DC,8.24E+11,G2070D8C,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce RTX 2070 DUKE OC 8GB GDDR6 HDMI/3DisplayPorts/USB Type-C PCI-Express Video Card,553.5,51,Recurring,01 January 2019,Y,3.5,0.792024675,1.214285714
3594,MSI-2070DC,8.24E+11,G2070D8C,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce RTX 2070 DUKE OC 8GB GDDR6 HDMI/3DisplayPorts/USB Type-C PCI-Express Video Card,,,,,,,0.792024675,1.214285714
2892,PIV-I7PTGR,8.41E+11,I7PTGR,Pivoful,Mobile Accessory,Electronics,Accessory,,Pivoful PIV-I7PTGR iPhone7 Plus 3D Tempered Glass Film (Red),6.76,51,Recurring,01 January 2019,Y,0.23,0.792685614,1.214285714
956,HD-W30PURZ,7.18E+11,WD30PURZ,Western Digital,SATA,Component,Hard Drive,Desktop HDD,Western Digital Purple WD30PURZ 3TB 5400RPM SATA3 / SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),90.71,51,Recurring,01 January 2019,Y,1.7,0.792685614,1.214285714
2892,PIV-I7PTGR,8.41E+11,I7PTGR,Pivoful,Mobile Accessory,Electronics,Accessory,,Pivoful PIV-I7PTGR iPhone7 Plus 3D Tempered Glass Film (Red),,,,,,,0.792685614,1.214285714
956,HD-W30PURZ,7.18E+11,WD30PURZ,Western Digital,SATA,Component,Hard Drive,Desktop HDD,Western Digital Purple WD30PURZ 3TB 5400RPM SATA3 / SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),,,,,,,0.792685614,1.214285714
3636,EV-1060-3G,8.43E+11,03G-P4-6160-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce GTX 1060 3GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express Video Card w/ ACX 2.0 Cooler,251.12,51,Recurring,01 January 2019,Y,3,0.792905926,1.214285714
3636,EV-1060-3G,8.43E+11,03G-P4-6160-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce GTX 1060 3GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express Video Card w/ ACX 2.0 Cooler,,,,,,,0.792905926,1.214285714
1003,MB-X399PRG,,X399 PROFESSIONAL GAMING,ASRock,Socket TR4,Component,Motherboard,Desktop,ASRock X399 PROFESSIONAL GAMING Socket TR4/ AMD X399/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2&U.2/ WiFi/ A&3GbE/ ATX Motherboard,440.75,51,Recurring,01 January 2019,Y,6,0.793787178,1.214285714
1003,MB-X399PRG,,X399 PROFESSIONAL GAMING,ASRock,Socket TR4,Component,Motherboard,Desktop,ASRock X399 PROFESSIONAL GAMING Socket TR4/ AMD X399/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2&U.2/ WiFi/ A&3GbE/ ATX Motherboard,,,,,,,0.793787178,1.214285714
896,ST6TBVX01,7.64E+11,ST6000VX001,Seagate,SATA,Component,Hard Drive,Desktop HDD,Seagate SkyHawk Surveillance ST6000VX001 6TB SATA 6.0 Gb/s 256MB Hard Drive (3.5 inch),169.12,51,Recurring,01 January 2019,Y,1.7,0.795329368,1.214285714
896,ST6TBVX01,7.64E+11,ST6000VX001,Seagate,SATA,Component,Hard Drive,Desktop HDD,Seagate SkyHawk Surveillance ST6000VX001 6TB SATA 6.0 Gb/s 256MB Hard Drive (3.5 inch),,,,,,,0.795329368,1.214285714
1702,AS-C622AQH,1.93E+11,C622AQH,ASUS,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Asus C622AQH 21.5 inch Widescreen 100,000,000:1 5ms VGA/DVI/HDMI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Black)",164,51,Recurring,01 January 2019,Y,16,0.795549681,1.214285714
1702,AS-C622AQH,1.93E+11,C622AQH,ASUS,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Asus C622AQH 21.5 inch Widescreen 100,000,000:1 5ms VGA/DVI/HDMI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Black)",,,,,,,0.795549681,1.214285714
1329,INT-350T2V,7.36E+11,I350T2V2,Intel,Wired Network Adapter,Component,Networking,Wired Networking,Intel I350T2V2 Dual Port PCI-Express x4 Ethernet Server Adapter ,153.75,51,Recurring,01 January 2019,Y,0.4,0.796210619,1.214285714
1329,INT-350T2V,7.36E+11,I350T2V2,Intel,Wired Network Adapter,Component,Networking,Wired Networking,Intel I350T2V2 Dual Port PCI-Express x4 Ethernet Server Adapter ,,,,,,,0.796210619,1.214285714
1256,EV-210G1HS,8.43E+11,01G-P3-1313-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce 210 1GB GDDR3 VGA/DVI/HDMI PCI-Express Video Card,41,51,Recurring,01 January 2019,Y,1,0.796430932,1.214285714
1256,EV-210G1HS,8.43E+11,01G-P3-1313-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce 210 1GB GDDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,,0.796430932,1.214285714
2859,FD-CFD02,8.88E+11,CF-D02,BORND,Other,PC & Laptop,Accessory,Other,"Bornd CF-D02 Mini USB Fingerprint Reader for Windows 7, 8 & 10",39.97,51,Recurring,01 January 2019,Y,0.03,0.797532496,1.214285714
2859,FD-CFD02,8.88E+11,CF-D02,BORND,Other,PC & Laptop,Accessory,Other,"Bornd CF-D02 Mini USB Fingerprint Reader for Windows 7, 8 & 10",,,,,,,0.797532496,1.214285714
1827,ACE-V226H,1.91E+11,UM.WV6AA.B07,Acer,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Acer V226HQL Bbi 22.0 inch Widescreen 100,000,000:1 5ms VGA/HDMI LED LCD Monitor (Black)",112.75,51,Recurring,01 January 2019,Y,8.06,0.798193435,1.214285714
1827,ACE-V226H,1.91E+11,UM.WV6AA.B07,Acer,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Acer V226HQL Bbi 22.0 inch Widescreen 100,000,000:1 5ms VGA/HDMI LED LCD Monitor (Black)",,,,,,,0.798193435,1.214285714
906,ST12000VN7,7.64E+11,ST12000VN0007,Seagate,SATA,Component,Hard Drive,Enterprise HDD,Seagate IronWolf NAS ST12000VN0007 12TB 7200RPM SATA 6.0 GB/s 256MB Hard Drive (3.5 inch),398.72,51,Recurring,01 January 2019,Y,1.7,0.798854373,1.214285714
906,ST12000VN7,7.64E+11,ST12000VN0007,Seagate,SATA,Component,Hard Drive,Enterprise HDD,Seagate IronWolf NAS ST12000VN0007 12TB 7200RPM SATA 6.0 GB/s 256MB Hard Drive (3.5 inch),,,,,,,0.798854373,1.214285714
3331,HD-W83FRYZ,7.18E+11,WD8003FRYZ,Western Digital,SATA,Component,Hard Drive,Enterprise HDD,Western Digital Gold WD8003FRYZ 8TB 7200RPM SATA3/SATA 6.0 GB/s 256MB Enterprise Hard Drive (3.5 inch),322.88,51,Recurring,01 January 2019,Y,1.85,0.80480282,1.214285714
3331,HD-W83FRYZ,7.18E+11,WD8003FRYZ,Western Digital,SATA,Component,Hard Drive,Enterprise HDD,Western Digital Gold WD8003FRYZ 8TB 7200RPM SATA3/SATA 6.0 GB/s 256MB Enterprise Hard Drive (3.5 inch),,,,,,,0.80480282,1.214285714
121,D32PA512N,8.78E+11,D32PA512N(SZ),SUPER TALENT,DDR1 400 (PC 3200),Component,DRAM Memory,Desktop DRAM,Super Talent D400 512MB/64x8 No Heatsink Memory,22.55,51,Recurring,01 January 2019,Y,0.08,0.805904384,1.214285714
121,D32PA512N,8.78E+11,D32PA512N(SZ),SUPER TALENT,DDR1 400 (PC 3200),Component,DRAM Memory,Desktop DRAM,Super Talent D400 512MB/64x8 No Heatsink Memory,,,,,,,0.805904384,1.214285714
199,W8GL1600K,7.41E+11,KVR16LN11/8,Kingston,DDR3 1600,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR16LN11/8 DDR3L-1600 8GB/1Gx64 CL11 Memory ,48.18,51,Recurring,01 January 2019,Y,0.06,0.806565323,1.214285714
199,W8GL1600K,7.41E+11,KVR16LN11/8,Kingston,DDR3 1600,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR16LN11/8 DDR3L-1600 8GB/1Gx64 CL11 Memory ,,,,,,,0.806565323,1.214285714
2811,KB-GKC6011,8.48E+11,GD-GKC6011,GAMDIAS,Keyboard & Mouse Combo,Component,Input & Output Device,Keyboard & Mouse Combo,Gamdias GD-GKC6011 Wired USB Ares 7 Color Gaming Keyboard & Ourea FPS Optical Gaming Mouse Combo,36.39,51,Recurring,01 January 2019,Y,3.7,0.8078872,1.214285714
2811,KB-GKC6011,8.48E+11,GD-GKC6011,GAMDIAS,Keyboard & Mouse Combo,Component,Input & Output Device,Keyboard & Mouse Combo,Gamdias GD-GKC6011 Wired USB Ares 7 Color Gaming Keyboard & Ourea FPS Optical Gaming Mouse Combo,,,,,,,0.8078872,1.214285714
1756,LG-22MB3PI,7.19E+11,22MB35P-I,LG Electronics,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"LG Electronics 22MB35P-I 22 inch 5,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",152.73,51,Recurring,01 January 2019,Y,12.1,0.812293457,1.214285714
1756,LG-22MB3PI,7.19E+11,22MB35P-I,LG Electronics,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"LG Electronics 22MB35P-I 22 inch 5,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",,,,,,,0.812293457,1.214285714
2041,CA-IUSBHM1,8.16E+11,AC-IUSBH-M1,NZXT,USB/Firewire/HUB,Component,Networking,USB/Firewire/HUB,NZXT AC-IUSBH-M1 Internal USB Hub,20.5,51,Recurring,01 January 2019,Y,0.25,0.812734082,1.214285714
2041,CA-IUSBHM1,8.16E+11,AC-IUSBH-M1,NZXT,USB/Firewire/HUB,Component,Networking,USB/Firewire/HUB,NZXT AC-IUSBH-M1 Internal USB Hub,,,,,,,0.812734082,1.214285714
1661,MSI-AG24M5,8.24E+11,AG242M5,MSI,Wall Mount & Display Stand,Component,Monitor & Display & TV,Wall Mount & Display Stand,MSI AG242M5 Gaming Monitor Vesa Mountable Adapter Plate (Black),41,51,Recurring,01 January 2019,Y,1,0.812954395,1.214285714
1661,MSI-AG24M5,8.24E+11,AG242M5,MSI,Wall Mount & Display Stand,Component,Monitor & Display & TV,Wall Mount & Display Stand,MSI AG242M5 Gaming Monitor Vesa Mountable Adapter Plate (Black),,,,,,,0.812954395,1.214285714
1864,CA-GAM200,,GAMMAXX 200T,DEEPCOOL,Socket FM2,Component,Fan & Heatsink,CPU Fan & Heatsink,DEEPCOOL GAMMAXX 200T CPU Cooler 2 Heatpipes 120mm PWM Fan CPU Cooler INTEL/AMD AM4 Compatible,15.37,51,Recurring,01 January 2019,Y,0.8,0.813615334,1.214285714
1864,CA-GAM200,,GAMMAXX 200T,DEEPCOOL,Socket FM2,Component,Fan & Heatsink,CPU Fan & Heatsink,DEEPCOOL GAMMAXX 200T CPU Cooler 2 Heatpipes 120mm PWM Fan CPU Cooler INTEL/AMD AM4 Compatible,,,,,,,0.813615334,1.214285714
3919,APC-BX850M,7.31E+11,BX850M,APC,UPS,Component,Power Protection / UPS,UPS,APC Back UPS Pro BX850M 8-Outlet 510W/850VA LCD UPS System,110.7,51,Recurring,01 January 2019,Y,16.76,0.815157524,1.214285714
3919,APC-BX850M,7.31E+11,BX850M,APC,UPS,Component,Power Protection / UPS,UPS,APC Back UPS Pro BX850M 8-Outlet 510W/850VA LCD UPS System,,,,,,,0.815157524,1.214285714
679,AS-T103D4R,8.89E+11,T103HA-D4-GR,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus Transformer Mini T103HA-D4-GR 10.1 inch Touchscreen Intel Atom x5-Z8350 1.44GHz/ 4GB LPDDR3/ 128GB eMMC/ Windows 10 Tablet (Slate Gray),388.47,51,Recurring,01 January 2019,Y,3.8,0.815818462,1.214285714
679,AS-T103D4R,8.89E+11,T103HA-D4-GR,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus Transformer Mini T103HA-D4-GR 10.1 inch Touchscreen Intel Atom x5-Z8350 1.44GHz/ 4GB LPDDR3/ 128GB eMMC/ Windows 10 Tablet (Slate Gray),,,,,,,0.815818462,1.214285714
2663,CA-AR12RD,8.50E+11,0R400034,RAIJINTEK,120mm,Component,Fan & Heatsink,Case Fan,RAIJINTEK AURAS 12 120mm Case Fan Red (2 pack),9.23,51,Recurring,01 January 2019,Y,0.68,0.816699714,1.214285714
2663,CA-AR12RD,8.50E+11,0R400034,RAIJINTEK,120mm,Component,Fan & Heatsink,Case Fan,RAIJINTEK AURAS 12 120mm Case Fan Red (2 pack),,,,,,,0.816699714,1.214285714
1187,MSWV200011,8.90E+11,WV2-00011,Microsoft,Operating System,Component,Software,Operating System,"Microsoft Windows 10 Home Operating System 64-bit English (3-Pack, Refurbisher), OEM",188.96,51,MAP,01 January 2019,Y,0.2,0.819563781,1.214285714
1187,MSWV200011,8.90E+11,WV2-00011,Microsoft,Operating System,Component,Software,Operating System,"Microsoft Windows 10 Home Operating System 64-bit English (3-Pack, Refurbisher), OEM",,,,,,,0.819563781,1.214285714
1891,PS-JP1000,8.37E+11,ATX-JP1000W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Jupiter Series ATX-JP1000W 1000W 80 PLUS Bronze ATX12V Power Supply,65.6,51,Recurring,01 January 2019,Y,4.7,0.823088786,1.214285714
1891,PS-JP1000,8.37E+11,ATX-JP1000W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Jupiter Series ATX-JP1000W 1000W 80 PLUS Bronze ATX12V Power Supply,,,,,,,0.823088786,1.214285714
482,ST3U32S12K,8.78E+11,ST3U32S12K,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 32GB Express ST1-2 USB 3.0 Flash Drive,6.15,51,Recurring,01 January 2019,Y,0.06,0.827935669,1.214285714
482,ST3U32S12K,8.78E+11,ST3U32S12K,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 32GB Express ST1-2 USB 3.0 Flash Drive,,,,,,,0.827935669,1.214285714
3317,HD-ST6MM09,7.64E+11,ST600MM0009,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Performance 10K ST600MM0009 600GB 10000RPM SAS 12.0 GB/s 128MB Enterprise Hard Drive (2.5 inch, 512N)",148.63,51,Recurring,01 January 2019,Y,0.6,0.831240361,1.214285714
3317,HD-ST6MM09,7.64E+11,ST600MM0009,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Performance 10K ST600MM0009 600GB 10000RPM SAS 12.0 GB/s 128MB Enterprise Hard Drive (2.5 inch, 512N)",,,,,,,0.831240361,1.214285714
2739,CA-TRI80CL,7.61E+11,TRICOOL 80MM,Antec,80mm,Component,Fan & Heatsink,Case Fan,Antec TriCool 80mm Case Fan,4.61,51,Recurring,01 January 2019,Y,0.3,0.835866931,1.214285714
2739,CA-TRI80CL,7.61E+11,TRICOOL 80MM,Antec,80mm,Component,Fan & Heatsink,Case Fan,Antec TriCool 80mm Case Fan,,,,,,,0.835866931,1.214285714
1938,EV-500WWHT,8.43E+11,100-W1-0500-KR,EVGA,Desktop,Component,Power Supply,Desktop,EVGA 100-W1-0500-KR 500W 80 PLUS ATX12V Power Supply ,44.59,84,Recurring,01 January 2019,Y,5.57,0.704253612,1.217391304
1938,EV-500WWHT,8.43E+11,100-W1-0500-KR,EVGA,Desktop,Component,Power Supply,Desktop,EVGA 100-W1-0500-KR 500W 80 PLUS ATX12V Power Supply ,,,,,,,0.704253612,1.217391304
386,MZ-1LB1T9N,8.87E+11,MZ-1LB1T9NE,Samsung,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Samsung 983 DCT Series 1.9TB M.2 PCI-Express 3.0 x4 Solid State Drive (Samsung V-NAND 3-bit MLC),457.15,83,Recurring,01 January 2019,Y,0.22,0.689454447,1.220588235
386,MZ-1LB1T9N,8.87E+11,MZ-1LB1T9NE,Samsung,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Samsung 983 DCT Series 1.9TB M.2 PCI-Express 3.0 x4 Solid State Drive (Samsung V-NAND 3-bit MLC),,,,,,,0.689454447,1.220588235
728,AS-CBOX020,1.93E+11,CHROMEBOX 3-N020U,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus CHROMEBOX 3-N020U Intel Core i7-8550U 1.8GHz/ 8GB DDR4/ 32GB SSD/ No ODD/ Chrome OS Desktop PC (Star Grey),685.72,88,Recurring,01 January 2019,Y,3.09,0.642364658,1.222222222
