List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew,Blowout
1019,MB-PRZ390A,1.93E+11,PRIME Z390-A,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus PRIME Z390-A LGA1151/ Intel Z390/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,184.5,138.375,18,2.5,43.625,Recurring,01-Jan-19,Y,2.23,0.88639201,0.947368421,19
1524,CA-FANS12,8.45E+11,SF12025L,Vantec,120mm,Component,Fan & Heatsink,Case Fan,Vantec SF12025L 120mm Quiet Case Fan,11.02,8.265,19,2.5,0.255,Recurring,01-Jan-19,Y,0.54,0.879952691,1,19
2702,PS-MPY65AF,8.84E+11,MPY-6501-AFAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 650 Fully Modular MPY-6501-AFAAG-US 650W 80 PLUS Gold ATX 12V V2.31 Power Supply w/ Active PFC,90.71,68.0325,19,2.5,20.1775,Recurring,01-Jan-19,Y,6,0.889414548,1,19
3453,MB-C236MWS,,C236M WS,ASRock Rack,LGA 1151,Component,Motherboard,Server,ASRock Rack C236M WS LGA1151/ Intel C236/ DDR4/ SATA3USB3.0/ M.2/ A&2GbE/ MicroATX Server Motherboard,203.98,152.985,19,2.5,48.495,Recurring,01-Jan-19,Y,5,0.897693672,1,19
1892,PS-SN900W,8.37E+11,ATX-SN900W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Signature ATX-SN900W 900W 80 PLUS Bronze ATX12V v2.3 Power Supply,60.47,45.3525,20,2.5,12.6175,Recurring,01-Jan-19,Y,4.5,0.875842697,1.052631579,19
3271,MSI-P65021,8.24E+11,P65021,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RD-021 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 256GB SSD / GTX 1050TI/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Silver),1372.48,1029.36,20,2.5,340.62,Liquidation,01-Jan-19,Y,6.85,0.887078652,1.052631579,19
1652,PL-L2230MW,8.11E+11,997-7039-00,Planar,Touch Screen LCD/LED,Component,Monitor & Display & TV,Touch Screen LCD/LED,"Planar PXL2230MW 22 inch 1,000:1 5ms VGA/DVI/HDMI/USB Touchscreen LED LCD Monitor, w/ Speakers (Black)",199.87,149.9025,23,3.5,46.4675,Recurring,01-Jan-19,Y,15.9,0.900830484,1.210526316,19
3610,GV-206IXO6,8.90E+11,GV-N2060IXOC-6GD,GIGABYTE,Nvidia,Component,Video Card,PCI Express Video Card,GIGABYTE NVIDIA GeForce RTX 2060 MINI ITX OC 6G GDDR6 HDMI/3DisplayPort PCI-Express Video Card,353.62,265.215,26,2.5,85.905,Recurring,01-Jan-19,Y,3,0.890233362,1.368421053,18.99999999
703,AS-GM501XS,8.89E+11,GM501GS-XS74,ASUS,Ultrabook,PC & Laptop,Ultrabook,,Asus GM501GS-XS74 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 1TB SSHD + 256GB PCIE SSD/ GTX 1070/ USB3.1/ Windows 10 Professional Ultrabook (ROG Metallic Black),2192.48,1644.36,26,3.5,544.62,Recurring,01-Jan-19,Y,11,0.8980121,1.368421053,18.99999999
609,EV-A41001,,A41-001 BLACK,Evouni,Mobile Accessory,Electronics,Accessory,,Evouni A41-001 Leather Hard Case for iPhone (Black),13.33,9.9975,1,2.5,0.8325,Recurring,01-Jan-19,L,0.5,0.808988764,0.052631579,18.99999998
2196,CA-ALCEKR7,8.86E+11,BFX-ALC-EXTKR-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Bitfenix Alchemy 2.0 Extension Cable Kit - Black/ Red (BFX-ALC-EXTKR-RP),25.62,19.215,5,2.5,3.905,Recurring,01-Jan-19,Y,1,0.878651685,0.263157895,18.99999998
172,HX426FB_4,7.41E+11,HX426C15FB/4,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Fury Black HX426C15FB/4 DDR4-2666 4GB/512Mx64 CL15 Memory,32.8,24.6,1,2.5,5.7,Recurring,01-Jan-19,L,0.13,0.808988764,0.052631579,18.99999998
3166,STT128GBLT,8.41E+11,STT128GBLT,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 128GB Flash Drive For use with Lightning+USB 3.0,46.12,34.59,5,0,11.53,Recurring,01-Jan-19,Y,0.06,0.86741573,0.263157895,18.99999998
81,W160EA4GHL,,W160EA4GHL(SZ),SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 4GB ECC Hynix Chip Server Memory,48.18,36.135,5,0,12.045,Recurring,01-Jan-19,Y,0.1,0.86741573,0.263157895,18.99999998
50,F24UA8GM,,F24UA8GM,SUPER TALENT,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Super Talent DDR4-2400 8GB/1Gx8 CL17 Micron Chip Memory,56.37,42.2775,4,0,14.0925,Recurring,01-Jan-19,Y,0.1,0.851123596,0.210526316,18.99999998
1805,NEC-E241FH,8.06E+11,EA241F-H-BK,NEC Display Solutions,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC MultiSync EA241F-H-BK 24 inch Widescreen 1,000:1 5ms VGA/DVI/HDMI/DisplayPort/USB LED LCD Monitor w/o Stand, w/ Speakers (Black) ",297.25,222.9375,4,3.5,70.8125,Recurring,01-Jan-19,Y,13,0.834269663,0.210526316,18.99999998
1793,SAM-DM32E,8.06E+11,DM32E,Samsung,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung DM-E Series DM32E 32 inch 5000:1 8ms Composite/Component/VGA/DVI/HDMI/RJ45/USB LED LCD Monitor, w/ Built-in Wifi & TV Tuner & Speakers (Black)",593.47,445.1025,4,3.5,144.8675,Recurring,01-Jan-19,Y,13,0.834269663,0.210526316,18.99999998
3154,SM8831T9,,MZ7KH1T9HAJR-00005,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung SM883 Series 1.92 TB 2.5 inch SATA3 Solid State Drive,656,492,8,2.5,161.5,Recurring,01-Jan-19,Y,0.24,0.896067416,0.421052632,18.99999998
1812,NEC-V404,8.06E+11,V404,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC V404 40 inch Large Screen 4,000:1 DVI/HDMI/DisplayPort/ LED LCD Monitor, w/ Speakers",945.97,709.4775,4,10,226.4925,Recurring,01-Jan-19,Y,40,0.851123596,0.210526316,18.99999998
4077,CA-MCP2694,6.72E+11,MCP-260-00094-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-260-00094-0N 1U I/O Shield for X11SSZ with EMI Gasket in CSE-512/813,10.76,8.07,3,2.5,0.19,Recurring,01-Jan-19,L,0.5,0.917602996,0.157894737,18.99999998
2078,FAN-BGB905,8.54E+11,B-BLASTER 90X38,Bgears,90mm,Component,Fan & Heatsink,Case Fan,Bgears B-BLASTER 90mm x 38 Case Fan,10.25,7.6875,3,2.5,0.0625,Recurring,01-Jan-19,L,0.4,0.831460674,0.157894737,18.99999998
2068,FAN-BGP123,8.54E+11,B-PWM 120 BLUE 2BALL,Bgears,120mm,Component,Fan & Heatsink,Case Fan,Bgears B-PWM 120mm Blue LED PWM Case Fan,10.05,7.5375,3,2.5,0.0125,Recurring,01-Jan-19,L,0.43,0.917602996,0.157894737,18.99999998
1469,ST-C5_25YL,,UTP-4P5E-25YEL,iMicro,Ethernet Cable,Component,Cable,Cat5 Cable,iMicro UTP-4P5E-25YEL 25ft CAT5e Cable (Yellow),5.64,0.64,3,0,5,Recurring,01-Jan-19,L,0.62,0.917602996,0.157894737,18.99999998
2601,CA-BTSW2,8.45E+11,PP07-BTSW,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-BTSW 4pin to 4SATA PSU Cable (White),8.97,3.97,3,2.5,2.5,Recurring,01-Jan-19,L,1,0.917602996,0.157894737,18.99999998
3878,FAN-V12FR5,1.93E+11,CF-V12FR,Cougar,120mm,Component,Fan & Heatsink,Case Fan,Cougar Hydraulic Vortex FR 120 mm Red LED Cooling Fan,9.74,4.74,3,2.5,2.5,Recurring,01-Jan-19,L,0.5,0.831460674,0.157894737,18.99999998
1339,TP-WN725N,8.46E+11,TL-WN725N,TP-Link,Wireless Network Adapter,Component,Networking,Wireless Networking,TP-Link TL-WN725N 150Mbps Wireless N Nano USB Adapter ,12.81,9.6075,3,2.5,0.7025,Recurring,01-Jan-19,L,0.17,0.917602996,0.157894737,18.99999998
1489,ST-PCI-POW,9.00E+11,POW-ADT-PCIE,iMicro,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,iMicro PICE-POWER 2x 4Pin Molex Male to 6Pin Molex Female Cable For Power Supply,3.07,2.3025,3,0,0.7675,Recurring,01-Jan-19,L,0.04,0.831460674,0.157894737,18.99999998
2340,CA-PBR3G6T,8.09E+11,84H341310-010,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro 84H341310-010 Certified PSU Bracket,15.37,11.5275,3,2.5,1.3425,Recurring,01-Jan-19,L,0.5,0.838951311,0.157894737,18.99999998
452,STU8GCKBN,8.78E+11,STU8GCKBN,SUPER TALENT,8GB,Component,USB Drive,2.0 USB Drive,Super Talent 8GB Elite Series CKB USB 2.0 Flash Drive (Nickel),6.15,4.6125,3,0,1.5375,Recurring,01-Jan-19,L,0.02,0.917602996,0.157894737,18.99999998
2941,MPC-SPE-L,8.72E+11,MPC-SPE-L,Cougar,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cougar Speed Series MPC-SPE-L Gaming Mouse Pad,20.5,15.375,3,2.5,2.625,Recurring,01-Jan-19,L,1,0.917602996,0.157894737,18.99999998
1526,CA-270A31K,8.45E+11,NST-270A31-BK,Vantec,External Enclosure,Hardware & Software,External Enclosure,,Vantec NexStar NST-270A31-BK 2.5 inch SATA3 to USB 3.1 External Hard Drive Enclosure,22.04,16.53,3,2.5,3.01,Recurring,01-Jan-19,L,0.52,0.917602996,0.157894737,18.99999998
1349,TP-SG108,8.46E+11,TL-SG108,TP-Link,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,TP-Link TL-SG108 8-Port Gigabit Desktop Switch,30.75,23.0625,3,2.5,5.1875,Recurring,01-Jan-19,L,1.5,0.917602996,0.157894737,18.99999998
1516,BTASUSA3B,8.78E+11,BTASUSA3B,iMicro,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,iMicro 8-cell Li-Ion Battery For Asus Notebook,31.78,23.835,3,2.5,5.445,Recurring,01-Jan-19,L,0.92,0.917602996,0.157894737,18.99999998
426,FET016MDRM,8.41E+11,FET016MDRM,SUPER TALENT,IDE/PATA,Component,Solid State Drive,IDE/PATA,Super Talent 16GB 1.3 inch IDE ZIF Solid State Drive (MLC),29.72,22.29,3,0,7.43,Recurring,01-Jan-19,L,0.06,0.831460674,0.157894737,18.99999998
3694,NET-GS105,6.06E+11,GS105NA,Netgear,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,Netgear GS105 5-Port 10/100/1000 Gigabit Ethernet Switch,39.97,29.9775,3,2.5,7.4925,Recurring,01-Jan-19,L,1.2,0.917602996,0.157894737,18.99999998
2774,CA-PC390,8.36E+11,PC-390,Apex,ATX Mid Tower,Component,Case,Computer Case,APEX PC-390 300W ATX Mid Tower (Black),45.1,33.825,3,3.5,7.775,Recurring,01-Jan-19,L,15,0.868913858,0.157894737,18.99999998
1893,PS-PR600W,8.37E+11,ATX-PR600W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Prestige Series ATX-PR600W 600W 80 PLUS Gold ATX12V Power Supply,46.12,34.59,3,2.5,9.03,Recurring,01-Jan-19,L,4.5,0.838951311,0.157894737,18.99999998
1903,CA-XQBENWK,8.37E+11,X-QBER-NW-BK,Apevia,MicroATX Case,Component,Case,Computer Case,Apevia X-QBER-NW-BK No Power Supply MicroATX Case (Black),50.22,37.665,3,3.5,9.055,Recurring,01-Jan-19,L,12.5,0.838951311,0.157894737,18.99999998
2143,PS-SP220LE,6.78E+11,SPI220LE,Sparkle,Server,Component,Power Supply,Server,Sparkle SPI220LE 220W/250W 80 PLUS Flex ATX Switching Power Supply,47.15,35.3625,3,2.5,9.2875,Recurring,01-Jan-19,L,2,0.831460674,0.157894737,18.99999998
93,W1333SA4GH,,W1333SA4GH,SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 4GB/512Mx8 CL9 Hynix Chip Notebook Memory,37.41,28.0575,3,0,9.3525,Recurring,01-Jan-19,L,0.04,0.868913858,0.157894737,18.99999998
451,FE1032MDRM,8.78E+11,FE1032MDRM,SUPER TALENT,Embedded SSD,Component,Solid State Drive,Embedded SSD,Super Talent 40-pin IDE Horizontal 32GB IDE Flash Disk Module (MLC),39.97,29.9775,3,0,9.9925,Recurring,01-Jan-19,L,0.1,0.838951311,0.157894737,18.99999998
3854,CA-BG028,,BG028,be quiet!,ATX Mid Tower,Component,Case,Computer Case,"be quiet! Silent Base 801 ORANGE Mid-Tower ATX Computer Case, Two 140mm Fans, 10mm Extra Thick insulation mats (BG028)",146.58,109.935,3,3.5,33.145,Recurring,01-Jan-19,L,23.85,0.838951311,0.157894737,18.99999998
2947,VC511B10OR,8.40E+11,NP511B-10-ORANGE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511B-10-ORANGE 10ft Cat5e UTP Crossover Patch Cable (Orange),4.2,3.15,30,0,1.05,Recurring,01-Jan-19,Y,0.17,0.912359551,1.588235294,18.88888889
564,E3-1220V6B,7.36E+11,BX80677E31220V6,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E3-1220 v6 Quad-Core Kaby Lake Processor 3.0GHz 8.0GT/s 8MB LGA 1151 CPU, Retail",196.8,147.6,9,2.5,46.7,Recurring,01-Jan-19,Y,0.76,0.255362615,0.477777778,18.83720929
3301,AS-22A17XB,8.89E+11,22AI7-XB000001,ASUS,Battery & Charger,Electronics,Battery & Charger,,Asus 22AI7-XB000001 C202 Adapter,30.24,22.68,32,2.5,5.06,Recurring,01-Jan-19,Y,1,0.909410112,1.705882353,18.75862069
815,KS-K33084,85896330844,K33084,Kensington,Speaker & Headset,Component,Multimedia,Speaker & Headset,Kensington K33084 Noise Canceling Headphones,39.97,29.9775,32,2.5,7.4925,Recurring,01-Jan-19,Y,0.8,0.916783708,1.705882353,18.75862069
294,P3600_800G,7.36E+11,SSDPE2ME800G401,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P3600 Series SSDPE2ME800G401 800GB 2.5 inch PCI-Express 3.0 x4 Solid State Drive (MLC),644.72,483.54,21,2.5,158.68,Recurring,01-Jan-19,Y,0.36,0.909577314,1.125,18.66666667
2666,CA-ASONCLK,8.50E+11,0R200047,RAIJINTEK,ATX Full Tower,Component,Case,Computer Case,RAIJINTEK ASTERION CLASSIC No Power Supply ATX Full Tower (Black),92.25,69.1875,6,10,13.0625,Recurring,01-Jan-19,Y,28.3,0.200040128,0.322222222,18.62068967
2482,CA-S2WTTGC,8.43E+11,FD-CA-DEF-S2-WT-TGC,Fractal Design,ATX Mid Tower,Component,Case,Computer Case,Fractal Design Define S2 White TG No Power Supply ATX Mid Tower (White),148.63,111.4725,7,10,27.1575,Recurring,01-Jan-19,Y,29,0.180278383,0.377777778,18.52941175
2378,CA-CL14WTA,8.41E+11,CL-F039-PL14WT-A,Thermaltake,140mm,Component,Fan & Heatsink,Case Fan,Thermaltake Riing 140mm White LED Case Fan,12.3,9.225,14,2.5,0.575,Recurring,01-Jan-19,Y,0.53,0.893258427,0.764705882,18.30769232
2970,VC511-14BL,8.40E+11,NP511-14-BLUE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511-14-BLUE 14ft Cat5e UTP Molded Patch Cable (Blue),5.43,4.0725,14,0,1.3575,Recurring,01-Jan-19,Y,0.23,0.902889246,0.764705882,18.30769232
3096,D426LR64S,,M386A8K40BM2-CTD,Samsung,Server DDR4,Component,DRAM Memory,Server DRAM,Samsung DDR4-2666 64GB/4Gx4 ECC/REG Load Reduced CL 19 Server Memory,353.62,265.215,14,0,88.405,Recurring,01-Jan-19,Y,0.08,0.894863563,0.764705882,18.30769232
2534,CA-LL120RD,8.17E+11,FD-FAN-SSLL-120-RD,Fractal Design,120mm,Component,Fan & Heatsink,Case Fan,Fractal Design Silent Series LL Red 120mm FD-FAN-SSLL-120-RD 120mm Case Fan ,9.23,6.9225,15,0,2.3075,Recurring,01-Jan-19,Y,0.28,0.901872659,0.823529412,18.21428571
2153,PS-FS400PA,6.78E+11,ATX-400PA,Sparkle,Desktop,Component,Power Supply,Desktop,Sparkle ATX-400PA 400W 20/24pin SATA Power Supply,40.49,30.3675,15,2.5,7.6225,Recurring,01-Jan-19,Y,4.1,0.901123596,0.823529412,18.21428571
2934,MO-SURPSSN,8.72E+11,SURPASSION,Cougar,Mouse,Component,Input & Output Device,Mouse,Cougar SURPASSION Wired USB Optical Gaming Mouse w/ 7200 DPI ,41.5,31.125,15,2.5,7.875,Recurring,01-Jan-19,Y,0.5,0.892883895,0.823529412,18.21428571
3055,W1600UB8GV,8.78E+11,W1600UB8GV(SZ),SUPER TALENT,DDR3 1600,Component,DRAM Memory,Desktop DRAM,Super Talent DDR3-1600 8GB 512Mx8 CL11 Desktop Value Memory ,49.71,37.2825,15,0,12.4275,Recurring,01-Jan-19,Y,0.1,0.907116105,0.823529412,18.21428571
4043,CA-847E2C8,6.72E+11,CSE-847E2C-R1K28JBOD,Supermicro,JBOD / RAID Storage,Hardware & Software,Server & Workstation,Storage RAID,"Supermicro SuperChassis CSE-847E2C-R1K28JBOD 1280W 4U 44x 3.5"" SAS/SATA Rackmount JBOD Storage Enclosure (Black)",2718.3,2038.725,17,10,669.575,Liquidation,01-Jan-19,Y,75,0.887640449,0.941176471,18.06249999
1157,CA-D300SAL,8.47E+11,D-300SEA-SL,iStarUSA,3U,Component,Server,Server Chassis,iStarUSA D Storm D-300SEA-SL No Power Supply 3U Compact Stylish Rackmount Server Chassis w/ SEA Bezel (Silver/Black),72,54,4,10,8,Recurring,01-Jan-19,Y,29,0.141457793,0.222222222,18.00000002
2220,CA-10569BK,8.09E+11,SR10569-C0,Chenbro,Workstation Chassis,Hardware & Software,Server & Workstation,Workstation Chassis,Chenbro SR10569 No Power Supply Workstation Case (Black),92.25,69.1875,6,10,13.0625,Recurring,01-Jan-19,Y,28,0.213483146,0.333333333,18.00000002
2193,CA-ALCEKK1,8.86E+11,BFX-ALC-EXTKK-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Bitfenix Alchemy 2.0 Extension Cable Kit - Black (BFX-ALC-EXTKK-RP),25.62,19.215,18,2.5,3.905,Recurring,01-Jan-19,Y,1,0.892634207,1,18
2166,PS-FLEX220,8.59E+11,SDGR-FLEX220,Solid Gear,Server,Component,Power Supply,Server,Solid Gear SDGR-FLEX220 220W Mini-ITX / FLEX ATX Power Supply ,26.65,19.9875,18,2.5,4.1625,Recurring,01-Jan-19,Y,2,0.903245943,1,18
186,F24UB16GK,7.41E+11,KVR24N17D8/16,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR24N17D8/16 DDR4-2400 16GB/2Gx64 CL17 Memory ,92.25,69.1875,22,0,23.0625,Recurring,01-Jan-19,Y,0.07,0.886618999,1.235294118,17.8095238
1782,SAM-24E45L,8.87E+11,S24E450DL,Samsung,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung S24E450DL 23.6 inch Widescreen 1,000:1 5ms VGA/DVI/DisplayPort LED LCD Monitor (Black)",166.05,124.5375,22,3.5,38.0125,Recurring,01-Jan-19,Y,15.3,0.896322778,1.235294118,17.8095238
1918,EV-1000P22,8.43E+11,220-P2-1000-XR,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1000 P2 220-P2-1000-XR 1000W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,248.05,186.0375,22,3.5,58.5125,Recurring,01-Jan-19,Y,10,0.887640449,1.235294118,17.8095238
565,E3-1275V6B,7.36E+11,BX80677E31275V6,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E3-1275 v6 Quad-Core Kaby Lake Processor 3.8GHz 8.0GT/s 8MB LGA 1151 CPU, Retail",337.22,252.915,22,2.5,81.805,Recurring,01-Jan-19,Y,0.76,0.897344229,1.235294118,17.8095238
595,YD299XAWOF,7.30E+11,YD299XAZAFWOF,AMD,Ryzen,Component,CPU / Processor,Desktop CPU,"AMD Ryzen Threadripper 2990WX 32-Core 3.0GHz Socket sTR4, Retail",1710.73,1283.0475,22,2.5,425.1825,Recurring,01-Jan-19,Y,2.43,0.894790603,1.235294118,17.8095238
756,MSI-E63600,8.24E+11,GE63GRB600,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GE63 Raider RGB-600 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB SSD/ RTX 2070/ USB3.2/ Windows 10 Home Notebook (RGB A Cover Aluminum Black),1946.48,1459.86,22,3.5,483.12,Recurring,01-Jan-19,Y,10.01,0.894279877,1.235294118,17.8095238
928,ST2TBNX263,7.64E+11,ST2000NX0263,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST2000NX0263 2TB 7200RPM SAS 12.0 GB/s 128MB 4KN Hard Drive (2.5 inch, Exos 7E2000 HDD 4KN SAS) ",322.88,242.16,23,2.5,78.22,Recurring,01-Jan-19,Y,0.45,0.888617489,1.294117647,17.77272727
3243,AS-GX53174,1.93E+11,GX531GM-DH74,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus ROG Zephyrus S GX531GM-DH74 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 512GB SSD/ GTX 1060/ USB3.1/ Windows 10 Ultrabook (ROG Metallic Black),1884.98,1413.735,23,3.5,467.745,Recurring,01-Jan-19,Y,10.1,0.900341964,1.294117647,17.77272727
1401,SYN-RS3618,8.47E+11,RS3618XS,Synology,Enterprise,Component,NAS / DAS / SAN,NAS,Synology RackStation RS3618XS 12-bay Rackmount NAS for Enterprises,2752.64,2064.48,23,10,678.16,Recurring,01-Jan-19,Y,42,0.897410845,1.294117647,17.77272727
1443,CA-CBLPW89,6.72E+11,CBL-PWEX-0789,Supermicro,Power Cable,Component,Cable,Power Cable,Supermicro CBL-PWEX-0789 Generic GPU cables (6+2/ 6-pin PCIe 12V connector),19.47,14.6025,24,2.5,2.3675,Recurring,01-Jan-19,Y,0.5,0.901685393,1.352941176,17.73913044
3008,VC-VGA50M,8.40E+11,CG381D-G-50,VCOM,VGA Cable,Component,Cable,VGA Cable,VCOM CG381D-G-50 50ft VGA Male to VGA Male Cable (Black),21.01,15.7575,24,2.5,2.7525,Recurring,01-Jan-19,Y,6.2,0.905430712,1.352941176,17.73913044
2898,TI-ML12265,8.40E+11,ML-12265,Michelin ,Car Accessory,Electronics,Car Accessory,,Michelin High Power 12V Digital Gauge Display Tire Inflator,46.63,34.9725,24,2.5,9.1575,Recurring,01-Jan-19,Y,3,0.890449438,1.352941176,17.73913044
1080,MB-B450MGP,8.24E+11,B450M GAMING PLUS,MSI,Socket AM4,Component,Motherboard,Desktop,MSI B450M GAMING PLUS Socket AM4/ AMD B450/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard,99.43,74.5725,24,2.5,22.3575,Recurring,01-Jan-19,Y,2.7,0.902621723,1.352941176,17.73913044
213,W4GE24K,7.41E+11,KVR24E17S8/4,Kingston,Server DDR4,Component,DRAM Memory,Server DRAM,Kingston ValueRAM KVR24E17S8/4 DDR4-2400 4GB/512Mx72 ECC CL17 Server Memory,56.37,42.2775,25,0,14.0925,Recurring,01-Jan-19,Y,0.07,0.912359551,1.411764706,17.70833333
1723,AS-PG278QR,8.89E+11,PG278QR,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,Asus ROG Swift PG278QR 27 inch Widescreen 1000:1 1ms HDMI/Displayport/USB LED LCD Monitor (Black),562.72,422.04,25,3.5,137.18,Recurring,01-Jan-19,Y,23.4,0.904269663,1.411764706,17.70833333
2779,IM-KP322,7.12E+11,KP322,Kasda,Wireless AP/Bridge/Repeater,Component,Networking,Wireless Networking,Kasda KP322 750Mbps Dual-band OpenWRT Wireless Access Point w/ 3x External 5dBi Antennas,47.1,35.325,26,2.5,9.275,Recurring,01-Jan-19,Y,1.43,0.901037165,1.470588235,17.68
3815,CA-TC-Z9,,Z9,DEEPCOOL,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,DEEPCOOL Z9 Thermal Compound,8.2,6.15,32,0,2.05,Recurring,01-Jan-19,Y,0.02,0.921699438,1.8125,17.65517241
2488,CA-FOMNBKW,8.17E+11,FD-CA-FOCUS-MINI-BK-W,Fractal Design,MicroATX Case,Component,Case,Computer Case,Fractal Focus G Mini No Power Supply MicroATX Case w/ Window (Black),61.5,46.125,32,3.5,11.875,Recurring,01-Jan-19,Y,13,0.902738764,1.823529412,17.54838709
2214,PS-TPD1500,8.41E+11,PS-TPD-1500MPCGUS-1,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Toughpower PS-TPD-1500MPCGUS-1 1500W 80 PLUS Gold ATX12V 2.3 & EPS12V Power Supply (Black),292.13,219.0975,5,3.5,69.5325,Recurring,01-Jan-19,Y,10,0.143643974,0.288888889,17.3076923
953,HD-W60EZRZ,7.18E+11,WD60EZRZ,Western Digital,SATA,Component,Hard Drive,Desktop HDD,Western Digital Blue WD60EZRZ 6TB 5400RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),169.12,126.84,13,2.5,39.78,Recurring,01-Jan-19,Y,1.8,0.904926534,0.764705882,17.00000001
2116,UPS-SM300C,7.31E+11,SMT3000C,APC,UPS,Component,Power Protection / UPS,UPS,APC Smart-UPS SMT3000C 10-Outlet 2700W/2880VA 120V LCD UPS System w/ SmartConnect,1091.63,818.7225,13,10,262.9075,Recurring,01-Jan-19,Y,134,0.889369058,0.764705882,17.00000001
831,KS-K64998W,85896649984,K64998WW,Kensington,Security Lock,PC & Laptop,Accessory,Security Lock,Kensington K64998WW ClickSafe Keyed Laptop Locks - Duo Lockheads,56.37,42.2775,18,2.5,11.5925,Recurring,01-Jan-19,Y,0.4,0.893258427,1.058823529,17.00000001
2284,PS-SS600ET,,SS-600ET BRONZE,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic SS-600ET 600W 80 Plus bronze ATX12V V2.3 Power Supply,67.65,50.7375,18,2.5,14.4125,Recurring,01-Jan-19,Y,4.4,0.895755306,1.058823529,17.00000001
2806,KB-HERM3BR,8.48E+11,GD-HERMES M3 BROWN,GAMDIAS,Keyboard,Component,Input & Output Device,Keyboard,Gamdias GD-HERMES M3 BROWN Wired USB RGB Mechanical Gaming Keyboard,80.98,60.735,18,2.5,17.745,Recurring,01-Jan-19,Y,1.92,0.890137328,1.058823529,17.00000001
